State,Month,Price,Commodity
Chhattisgarh,Sep-11,24,Milk
Delhi,Sep-11,28.36,Milk
Gujarat,Sep-11,36.45,Milk
Haryana,Sep-11,33.66,Milk
Himachal Pradesh,Sep-11,18.5,Milk
Jammu and Kashmir,Sep-11,25,Milk
Karnataka,Sep-11,22.59,Milk
Kerala,Sep-11,24.55,Milk
Madhya Pradesh,Sep-11,32.8,Milk
Maharashtra,Sep-11,32.32,Milk
Odisha,Sep-11,22,Milk
Punjab,Sep-11,32.33,Milk
Rajasthan,Sep-11,27.42,Milk
Tamil Nadu,Sep-11,22.33,Milk
Telangana,Sep-11,33,Milk
Tripura,Sep-11,28,Milk
Uttar Pradesh,Sep-11,36.18,Milk
Uttarakhand,Sep-11,32,Milk
West Bengal,Sep-11,22.88,Milk
Andhra Pradesh,Oct-11,32,Milk
Assam,Oct-11,31,Milk
Bihar,Oct-11,27.44,Milk
Chandigarh,Oct-11,29.5,Milk
Chhattisgarh,Oct-11,24,Milk
Delhi,Oct-11,29,Milk
Gujarat,Oct-11,37.11,Milk
Haryana,Oct-11,34.2,Milk
Himachal Pradesh,Oct-11,19.96,Milk
Jammu and Kashmir,Oct-11,25.87,Milk
Jharkhand,Oct-11,25.33,Milk
Karnataka,Oct-11,23.14,Milk
Kerala,Oct-11,25.64,Milk
Madhya Pradesh,Oct-11,33.47,Milk
Maharashtra,Oct-11,32.5,Milk
Nagaland,Oct-11,28,Milk
Odisha,Oct-11,23.38,Milk
Punjab,Oct-11,32.33,Milk
Rajasthan,Oct-11,27.5,Milk
Tamil Nadu,Oct-11,22.3,Milk
Telangana,Oct-11,33,Milk
Tripura,Oct-11,28,Milk
Uttar Pradesh,Oct-11,37.36,Milk
Uttarakhand,Oct-11,32,Milk
West Bengal,Oct-11,23.17,Milk
Andhra Pradesh,Nov-11,32,Milk
Assam,Nov-11,31,Milk
Bihar,Nov-11,27.79,Milk
Chandigarh,Nov-11,32.95,Milk
Chhattisgarh,Nov-11,24,Milk
Delhi,Nov-11,29,Milk
Gujarat,Nov-11,37.03,Milk
Haryana,Nov-11,35.33,Milk
Himachal Pradesh,Nov-11,20.74,Milk
Jammu and Kashmir,Nov-11,27.68,Milk
Karnataka,Nov-11,23.11,Milk
Kerala,Nov-11,26.5,Milk
Madhya Pradesh,Nov-11,33.67,Milk
Maharashtra,Nov-11,32.5,Milk
Odisha,Nov-11,24,Milk
Punjab,Nov-11,32.75,Milk
Rajasthan,Nov-11,27.36,Milk
Tamil Nadu,Nov-11,23.5,Milk
Telangana,Nov-11,33,Milk
Tripura,Nov-11,28,Milk
Uttar Pradesh,Nov-11,36.96,Milk
Uttarakhand,Nov-11,32,Milk
West Bengal,Nov-11,23.95,Milk
Andhra Pradesh,Dec-11,32,Milk
Arunachal pradesh,Dec-11,40,Milk
Assam,Dec-11,31.92,Milk
Bihar,Dec-11,28,Milk
Chandigarh,Dec-11,35,Milk
Chhattisgarh,Dec-11,25.71,Milk
Delhi,Dec-11,29,Milk
Gujarat,Dec-11,36.98,Milk
Haryana,Dec-11,35.53,Milk
Himachal Pradesh,Dec-11,20.75,Milk
Jammu and Kashmir,Dec-11,28.47,Milk
Karnataka,Dec-11,23,Milk
Kerala,Dec-11,26.5,Milk
Madhya Pradesh,Dec-11,33.54,Milk
Maharashtra,Dec-11,32.41,Milk
Odisha,Dec-11,24,Milk
Punjab,Dec-11,33.3,Milk
Rajasthan,Dec-11,26.88,Milk
Tamil Nadu,Dec-11,27.67,Milk
Telangana,Dec-11,33,Milk
Tripura,Dec-11,28,Milk
Uttar Pradesh,Dec-11,36.63,Milk
Uttarakhand,Dec-11,32,Milk
West Bengal,Dec-11,23.84,Milk
Andhra Pradesh,Jan-12,31.62,Milk
Arunachal pradesh,Jan-12,40,Milk
Assam,Jan-12,32,Milk
Bihar,Jan-12,28,Milk
Chandigarh,Jan-12,35,Milk
Chhattisgarh,Jan-12,24,Milk
Delhi,Jan-12,29,Milk
Gujarat,Jan-12,37,Milk
Haryana,Jan-12,35.5,Milk
Himachal Pradesh,Jan-12,20.88,Milk
Jammu and Kashmir,Jan-12,28.44,Milk
Karnataka,Jan-12,25.18,Milk
Kerala,Jan-12,26.63,Milk
Madhya Pradesh,Jan-12,33.5,Milk
Maharashtra,Jan-12,32.5,Milk
Odisha,Jan-12,24,Milk
Punjab,Jan-12,33.89,Milk
Rajasthan,Jan-12,25.42,Milk
Tamil Nadu,Jan-12,27.67,Milk
Telangana,Jan-12,33,Milk
Tripura,Jan-12,28,Milk
Uttar Pradesh,Jan-12,36.59,Milk
Uttarakhand,Jan-12,32,Milk
West Bengal,Jan-12,24.16,Milk
Andhra Pradesh,Feb-12,31,Milk
Arunachal pradesh,Feb-12,40,Milk
Assam,Feb-12,32,Milk
Bihar,Feb-12,28,Milk
Chandigarh,Feb-12,35,Milk
Chhattisgarh,Feb-12,24,Milk
Delhi,Feb-12,29,Milk
Gujarat,Feb-12,37,Milk
Haryana,Feb-12,35.5,Milk
Himachal Pradesh,Feb-12,22.92,Milk
Jammu and Kashmir,Feb-12,28.5,Milk
Karnataka,Feb-12,26,Milk
Kerala,Feb-12,28.74,Milk
Madhya Pradesh,Feb-12,33.46,Milk
Maharashtra,Feb-12,32.5,Milk
Odisha,Feb-12,24,Milk
Punjab,Feb-12,33.22,Milk
Rajasthan,Feb-12,25.8,Milk
Tamil Nadu,Feb-12,27.67,Milk
Telangana,Feb-12,33,Milk
Tripura,Feb-12,28,Milk
Uttar Pradesh,Feb-12,36.65,Milk
Uttarakhand,Feb-12,32,Milk
West Bengal,Feb-12,26,Milk
Andhra Pradesh,Mar-12,31,Milk
Arunachal pradesh,Mar-12,40,Milk
Assam,Mar-12,32,Milk
Bihar,Mar-12,28,Milk
Chandigarh,Mar-12,35,Milk
Chhattisgarh,Mar-12,25.26,Milk
Delhi,Mar-12,29,Milk
Gujarat,Mar-12,37,Milk
Haryana,Mar-12,35.5,Milk
Himachal Pradesh,Mar-12,23.07,Milk
Jammu and Kashmir,Mar-12,28.85,Milk
Karnataka,Mar-12,26,Milk
Kerala,Mar-12,28.75,Milk
Madhya Pradesh,Mar-12,33.14,Milk
Maharashtra,Mar-12,32.5,Milk
Odisha,Mar-12,24,Milk
Punjab,Mar-12,32.95,Milk
Rajasthan,Mar-12,24.81,Milk
Tamil Nadu,Mar-12,27.77,Milk
Telangana,Mar-12,33,Milk
Tripura,Mar-12,27.64,Milk
Uttar Pradesh,Mar-12,36.5,Milk
Uttarakhand,Mar-12,32,Milk
West Bengal,Mar-12,26.23,Milk
Andhra Pradesh,Apr-12,31,Milk
Arunachal pradesh,Apr-12,40,Milk
Assam,Apr-12,34,Milk
Bihar,Apr-12,29.09,Milk
Chandigarh,Apr-12,35,Milk
Chhattisgarh,Apr-12,25.89,Milk
Delhi,Apr-12,29,Milk
Gujarat,Apr-12,37.59,Milk
Haryana,Apr-12,35.59,Milk
Himachal Pradesh,Apr-12,23.09,Milk
Jammu and Kashmir,Apr-12,28.73,Milk
Karnataka,Apr-12,26,Milk
Kerala,Apr-12,29,Milk
Madhya Pradesh,Apr-12,33.4,Milk
Maharashtra,Apr-12,32.66,Milk
Nagaland,Apr-12,30,Milk
Odisha,Apr-12,24,Milk
Punjab,Apr-12,32.86,Milk
Rajasthan,Apr-12,25.67,Milk
Tamil Nadu,Apr-12,28.07,Milk
Telangana,Apr-12,33.32,Milk
Tripura,Apr-12,29,Milk
Uttar Pradesh,Apr-12,37.64,Milk
Uttarakhand,Apr-12,32,Milk
West Bengal,Apr-12,26.93,Milk
Andhra Pradesh,May-12,31,Milk
Arunachal pradesh,May-12,40,Milk
Assam,May-12,34,Milk
Bihar,May-12,30,Milk
Chandigarh,May-12,35,Milk
Chhattisgarh,May-12,29.4,Milk
Delhi,May-12,29,Milk
Gujarat,May-12,38,Milk
Haryana,May-12,37.5,Milk
Himachal Pradesh,May-12,23.14,Milk
Jammu and Kashmir,May-12,28.88,Milk
Karnataka,May-12,26,Milk
Kerala,May-12,28.93,Milk
Madhya Pradesh,May-12,33.53,Milk
Maharashtra,May-12,32.82,Milk
Odisha,May-12,24,Milk
Punjab,May-12,34.09,Milk
Rajasthan,May-12,27.83,Milk
Tamil Nadu,May-12,27.67,Milk
Telangana,May-12,34,Milk
Tripura,May-12,29,Milk
Uttar Pradesh,May-12,37.98,Milk
Uttarakhand,May-12,32,Milk
West Bengal,May-12,28.23,Milk
Andaman and Nicobar,Jun-12,44,Milk
Andhra Pradesh,Jun-12,31,Milk
Arunachal pradesh,Jun-12,40,Milk
Assam,Jun-12,34.11,Milk
Bihar,Jun-12,30,Milk
Chandigarh,Jun-12,35,Milk
Chhattisgarh,Jun-12,30,Milk
Delhi,Jun-12,29,Milk
Gujarat,Jun-12,38,Milk
Haryana,Jun-12,37.86,Milk
Himachal Pradesh,Jun-12,23.08,Milk
Jammu and Kashmir,Jun-12,28.85,Milk
Karnataka,Jun-12,26.07,Milk
Kerala,Jun-12,28.3,Milk
Madhya Pradesh,Jun-12,33.56,Milk
Maharashtra,Jun-12,32.5,Milk
Odisha,Jun-12,24,Milk
Puducherry,Jun-12,26,Milk
Punjab,Jun-12,34.1,Milk
Rajasthan,Jun-12,28.79,Milk
Tamil Nadu,Jun-12,27.67,Milk
Telangana,Jun-12,34,Milk
Tripura,Jun-12,29,Milk
Uttar Pradesh,Jun-12,38,Milk
Uttarakhand,Jun-12,34.11,Milk
West Bengal,Jun-12,28.97,Milk
Andaman and Nicobar,Jul-12,44,Milk
Andhra Pradesh,Jul-12,31,Milk
Arunachal pradesh,Jul-12,40,Milk
Assam,Jul-12,35,Milk
Bihar,Jul-12,30,Milk
Chandigarh,Jul-12,35,Milk
Chhattisgarh,Jul-12,30.42,Milk
Delhi,Jul-12,29,Milk
Gujarat,Jul-12,38,Milk
Haryana,Jul-12,38.51,Milk
Himachal Pradesh,Jul-12,23.2,Milk
Jammu and Kashmir,Jul-12,29.03,Milk
Karnataka,Jul-12,26,Milk
Kerala,Jul-12,29,Milk
Madhya Pradesh,Jul-12,33.57,Milk
Maharashtra,Jul-12,32.58,Milk
Odisha,Jul-12,24,Milk
Puducherry,Jul-12,27.64,Milk
Punjab,Jul-12,35,Milk
Rajasthan,Jul-12,28.35,Milk
Tamil Nadu,Jul-12,27.67,Milk
Telangana,Jul-12,34,Milk
Tripura,Jul-12,29,Milk
Uttar Pradesh,Jul-12,37.23,Milk
Uttarakhand,Jul-12,36,Milk
West Bengal,Jul-12,28.92,Milk
Andaman and Nicobar,Aug-12,44,Milk
Andhra Pradesh,Aug-12,32.9,Milk
Arunachal pradesh,Aug-12,40,Milk
Assam,Aug-12,35,Milk
Bihar,Aug-12,30,Milk
Chandigarh,Aug-12,35,Milk
Chhattisgarh,Aug-12,30.17,Milk
Delhi,Aug-12,29,Milk
Gujarat,Aug-12,38,Milk
Haryana,Aug-12,39.51,Milk
Himachal Pradesh,Aug-12,20.42,Milk
Jammu and Kashmir,Aug-12,28.12,Milk
Karnataka,Aug-12,26,Milk
Kerala,Aug-12,29.89,Milk
Madhya Pradesh,Aug-12,33.58,Milk
Maharashtra,Aug-12,32.5,Milk
Odisha,Aug-12,24,Milk
Puducherry,Aug-12,29,Milk
Punjab,Aug-12,34.28,Milk
Rajasthan,Aug-12,29.09,Milk
Tamil Nadu,Aug-12,27.68,Milk
Telangana,Aug-12,34,Milk
Tripura,Aug-12,29,Milk
Uttar Pradesh,Aug-12,37,Milk
Uttarakhand,Aug-12,36,Milk
West Bengal,Aug-12,28.88,Milk
Andaman and Nicobar,Sep-12,44,Milk
Andhra Pradesh,Sep-12,33,Milk
Arunachal pradesh,Sep-12,40,Milk
Assam,Sep-12,35.47,Milk
Bihar,Sep-12,30,Milk
Chandigarh,Sep-12,35,Milk
Chhattisgarh,Sep-12,30,Milk
Delhi,Sep-12,29.68,Milk
Gujarat,Sep-12,38,Milk
Haryana,Sep-12,39.5,Milk
Himachal Pradesh,Sep-12,24.38,Milk
Jammu and Kashmir,Sep-12,29.18,Milk
Karnataka,Sep-12,26,Milk
Kerala,Sep-12,30,Milk
Madhya Pradesh,Sep-12,33.94,Milk
Maharashtra,Sep-12,32.74,Milk
Odisha,Sep-12,24.46,Milk
Puducherry,Sep-12,29,Milk
Punjab,Sep-12,34.64,Milk
Rajasthan,Sep-12,28.5,Milk
Tamil Nadu,Sep-12,27.67,Milk
Telangana,Sep-12,34,Milk
Tripura,Sep-12,29,Milk
Uttar Pradesh,Sep-12,37,Milk
Uttarakhand,Sep-12,36,Milk
West Bengal,Sep-12,28.62,Milk
Andaman and Nicobar,Oct-12,44,Milk
Andhra Pradesh,Oct-12,33,Milk
Arunachal pradesh,Oct-12,40,Milk
Assam,Oct-12,36,Milk
Bihar,Oct-12,30.08,Milk
Chandigarh,Oct-12,35,Milk
Chhattisgarh,Oct-12,30.65,Milk
Delhi,Oct-12,30,Milk
Gujarat,Oct-12,38.95,Milk
Haryana,Oct-12,39.43,Milk
Himachal Pradesh,Oct-12,25.95,Milk
Jammu and Kashmir,Oct-12,29.53,Milk
Karnataka,Oct-12,25.85,Milk
Kerala,Oct-12,32.75,Milk
Madhya Pradesh,Oct-12,34.03,Milk
Maharashtra,Oct-12,33,Milk
Odisha,Oct-12,26,Milk
Puducherry,Oct-12,29,Milk
Punjab,Oct-12,34.67,Milk
Rajasthan,Oct-12,29.8,Milk
Tamil Nadu,Oct-12,27.67,Milk
Telangana,Oct-12,34,Milk
Tripura,Oct-12,29,Milk
Uttar Pradesh,Oct-12,37.16,Milk
Uttarakhand,Oct-12,35.67,Milk
West Bengal,Oct-12,28.9,Milk
Andaman and Nicobar,Nov-12,44,Milk
Andhra Pradesh,Nov-12,33,Milk
Arunachal pradesh,Nov-12,40,Milk
Assam,Nov-12,36,Milk
Bihar,Nov-12,30.55,Milk
Chandigarh,Nov-12,35,Milk
Chhattisgarh,Nov-12,30,Milk
Delhi,Nov-12,30,Milk
Gujarat,Nov-12,39,Milk
Haryana,Nov-12,39.5,Milk
Himachal Pradesh,Nov-12,25.89,Milk
Jammu and Kashmir,Nov-12,32.67,Milk
Karnataka,Nov-12,26,Milk
Kerala,Nov-12,35.95,Milk
Madhya Pradesh,Nov-12,36.11,Milk
Maharashtra,Nov-12,33,Milk
Odisha,Nov-12,26,Milk
Puducherry,Nov-12,29,Milk
Punjab,Nov-12,34.23,Milk
Rajasthan,Nov-12,30.58,Milk
Tamil Nadu,Nov-12,27.67,Milk
Telangana,Nov-12,34,Milk
Tripura,Nov-12,29,Milk
Uttar Pradesh,Nov-12,37.49,Milk
Uttarakhand,Nov-12,34,Milk
West Bengal,Nov-12,28.85,Milk
Andaman and Nicobar,Dec-12,44,Milk
Andhra Pradesh,Dec-12,33,Milk
Assam,Dec-12,37.6,Milk
Bihar,Dec-12,30.55,Milk
Chandigarh,Dec-12,35,Milk
Chhattisgarh,Dec-12,30,Milk
Delhi,Dec-12,30,Milk
Gujarat,Dec-12,39,Milk
Haryana,Dec-12,39.5,Milk
Himachal Pradesh,Dec-12,25.94,Milk
Jammu and Kashmir,Dec-12,32.64,Milk
Karnataka,Dec-12,26,Milk
Kerala,Dec-12,34.65,Milk
Madhya Pradesh,Dec-12,35.44,Milk
Maharashtra,Dec-12,33,Milk
Odisha,Dec-12,26,Milk
Puducherry,Dec-12,29,Milk
Punjab,Dec-12,34.43,Milk
Rajasthan,Dec-12,30.83,Milk
Tamil Nadu,Dec-12,27.66,Milk
Telangana,Dec-12,34,Milk
Tripura,Dec-12,29,Milk
Uttar Pradesh,Dec-12,37.5,Milk
Uttarakhand,Dec-12,34,Milk
West Bengal,Dec-12,28.97,Milk
Andaman and Nicobar,Jan-13,44,Milk
Andhra Pradesh,Jan-13,33,Milk
Arunachal pradesh,Jan-13,40,Milk
Assam,Jan-13,38,Milk
Bihar,Jan-13,30.81,Milk
Chandigarh,Jan-13,35,Milk
Chhattisgarh,Jan-13,30,Milk
Delhi,Jan-13,30,Milk
Gujarat,Jan-13,38.64,Milk
Haryana,Jan-13,39.86,Milk
Himachal Pradesh,Jan-13,25.76,Milk
Jammu and Kashmir,Jan-13,32.71,Milk
Karnataka,Jan-13,27.18,Milk
Kerala,Jan-13,34.68,Milk
Madhya Pradesh,Jan-13,35.62,Milk
Maharashtra,Jan-13,33,Milk
Odisha,Jan-13,26,Milk
Puducherry,Jan-13,29,Milk
Punjab,Jan-13,34.68,Milk
Rajasthan,Jan-13,29.28,Milk
Tamil Nadu,Jan-13,27.75,Milk
Telangana,Jan-13,34,Milk
Tripura,Jan-13,29,Milk
Uttar Pradesh,Jan-13,37.5,Milk
Uttarakhand,Jan-13,34,Milk
West Bengal,Jan-13,28.95,Milk
Andaman and Nicobar,Feb-13,44.47,Milk
Andhra Pradesh,Feb-13,33,Milk
Arunachal pradesh,Feb-13,40,Milk
Assam,Feb-13,38,Milk
Bihar,Feb-13,31,Milk
Chandigarh,Feb-13,35,Milk
Chhattisgarh,Feb-13,30,Milk
Delhi,Feb-13,30,Milk
Gujarat,Feb-13,39.78,Milk
Haryana,Feb-13,40,Milk
Himachal Pradesh,Feb-13,25.95,Milk
Jammu and Kashmir,Feb-13,33.8,Milk
Karnataka,Feb-13,32.5,Milk
Kerala,Feb-13,34.67,Milk
Madhya Pradesh,Feb-13,35.39,Milk
Maharashtra,Feb-13,33.08,Milk
Odisha,Feb-13,28,Milk
Puducherry,Feb-13,29,Milk
Punjab,Feb-13,35.53,Milk
Rajasthan,Feb-13,31.22,Milk
Tamil Nadu,Feb-13,27.56,Milk
Telangana,Feb-13,34,Milk
Tripura,Feb-13,29,Milk
Uttar Pradesh,Feb-13,37.49,Milk
Uttarakhand,Feb-13,34,Milk
West Bengal,Feb-13,28.91,Milk
Andaman and Nicobar,Mar-13,46,Milk
Andhra Pradesh,Mar-13,33.42,Milk
Arunachal pradesh,Mar-13,40,Milk
Assam,Mar-13,38,Milk
Bihar,Mar-13,31.04,Milk
Chandigarh,Mar-13,35,Milk
Chhattisgarh,Mar-13,30,Milk
Delhi,Mar-13,30,Milk
Gujarat,Mar-13,40,Milk
Haryana,Mar-13,40,Milk
Himachal Pradesh,Mar-13,26.05,Milk
Jammu and Kashmir,Mar-13,34.71,Milk
Karnataka,Mar-13,32,Milk
Kerala,Mar-13,34.67,Milk
Madhya Pradesh,Mar-13,35.78,Milk
Maharashtra,Mar-13,33,Milk
Odisha,Mar-13,28,Milk
Puducherry,Mar-13,29,Milk
Punjab,Mar-13,35.92,Milk
Rajasthan,Mar-13,29.89,Milk
Tamil Nadu,Mar-13,27.5,Milk
Telangana,Mar-13,34,Milk
Tripura,Mar-13,29,Milk
Uttar Pradesh,Mar-13,38.22,Milk
Uttarakhand,Mar-13,34,Milk
West Bengal,Mar-13,29,Milk
Andaman and Nicobar,Apr-13,46,Milk
Andhra Pradesh,Apr-13,33.5,Milk
Arunachal pradesh,Apr-13,40,Milk
Assam,Apr-13,39.67,Milk
Bihar,Apr-13,30.97,Milk
Chandigarh,Apr-13,35,Milk
Chhattisgarh,Apr-13,30,Milk
Delhi,Apr-13,30,Milk
Gujarat,Apr-13,40,Milk
Haryana,Apr-13,40,Milk
Himachal Pradesh,Apr-13,25.89,Milk
Jammu and Kashmir,Apr-13,33.91,Milk
Karnataka,Apr-13,33.25,Milk
Kerala,Apr-13,34.98,Milk
Madhya Pradesh,Apr-13,35.23,Milk
Maharashtra,Apr-13,33,Milk
Odisha,Apr-13,28,Milk
Puducherry,Apr-13,29,Milk
Punjab,Apr-13,35.97,Milk
Rajasthan,Apr-13,28.21,Milk
Tamil Nadu,Apr-13,27.49,Milk
Telangana,Apr-13,34,Milk
Tripura,Apr-13,29,Milk
Uttar Pradesh,Apr-13,38.59,Milk
Uttarakhand,Apr-13,34,Milk
West Bengal,Apr-13,28.97,Milk
Andaman and Nicobar,May-13,46,Milk
Andhra Pradesh,May-13,33.5,Milk
Arunachal pradesh,May-13,40,Milk
Assam,May-13,40,Milk
Bihar,May-13,30.98,Milk
Chandigarh,May-13,35,Milk
Chhattisgarh,May-13,30,Milk
Delhi,May-13,30.43,Milk
Gujarat,May-13,39.95,Milk
Haryana,May-13,40,Milk
Himachal Pradesh,May-13,26.27,Milk
Jammu and Kashmir,May-13,32.84,Milk
Karnataka,May-13,32.83,Milk
Kerala,May-13,35,Milk
Madhya Pradesh,May-13,36.15,Milk
Maharashtra,May-13,33.49,Milk
Odisha,May-13,28,Milk
Puducherry,May-13,29,Milk
Punjab,May-13,36.2,Milk
Rajasthan,May-13,29.64,Milk
Tamil Nadu,May-13,27.49,Milk
Telangana,May-13,34,Milk
Tripura,May-13,29,Milk
Uttar Pradesh,May-13,38.86,Milk
Uttarakhand,May-13,34,Milk
West Bengal,May-13,29.62,Milk
Andaman and Nicobar,Jun-13,46.91,Milk
Andhra Pradesh,Jun-13,33.5,Milk
Arunachal pradesh,Jun-13,40,Milk
Assam,Jun-13,40,Milk
Bihar,Jun-13,31.45,Milk
Chandigarh,Jun-13,35,Milk
Chhattisgarh,Jun-13,30.9,Milk
Delhi,Jun-13,32,Milk
Gujarat,Jun-13,40,Milk
Haryana,Jun-13,40.22,Milk
Himachal Pradesh,Jun-13,27.65,Milk
Jammu and Kashmir,Jun-13,32.84,Milk
Karnataka,Jun-13,33.27,Milk
Kerala,Jun-13,35,Milk
Madhya Pradesh,Jun-13,35.92,Milk
Maharashtra,Jun-13,35,Milk
Odisha,Jun-13,28,Milk
Puducherry,Jun-13,29,Milk
Punjab,Jun-13,36.26,Milk
Rajasthan,Jun-13,30.72,Milk
Tamil Nadu,Jun-13,28.54,Milk
Telangana,Jun-13,34,Milk
Tripura,Jun-13,29,Milk
Uttar Pradesh,Jun-13,39,Milk
Uttarakhand,Jun-13,34,Milk
West Bengal,Jun-13,28.97,Milk
Andaman and Nicobar,Jul-13,48,Milk
Andhra Pradesh,Jul-13,33.5,Milk
Arunachal pradesh,Jul-13,40,Milk
Assam,Jul-13,40,Milk
Bihar,Jul-13,32,Milk
Chandigarh,Jul-13,35,Milk
Chhattisgarh,Jul-13,31,Milk
Delhi,Jul-13,32,Milk
Gujarat,Jul-13,40.09,Milk
Haryana,Jul-13,41.58,Milk
Himachal Pradesh,Jul-13,27.38,Milk
Jammu and Kashmir,Jul-13,33.63,Milk
Karnataka,Jul-13,33.57,Milk
Kerala,Jul-13,35.32,Milk
Madhya Pradesh,Jul-13,36.32,Milk
Maharashtra,Jul-13,35,Milk
Odisha,Jul-13,28,Milk
Puducherry,Jul-13,29,Milk
Punjab,Jul-13,36.34,Milk
Rajasthan,Jul-13,32.06,Milk
Tamil Nadu,Jul-13,29.03,Milk
Telangana,Jul-13,34,Milk
Tripura,Jul-13,29,Milk
Uttar Pradesh,Jul-13,39,Milk
Uttarakhand,Jul-13,34,Milk
West Bengal,Jul-13,28.98,Milk
Andaman and Nicobar,Aug-13,48,Milk
Andhra Pradesh,Aug-13,33.5,Milk
Arunachal pradesh,Aug-13,40,Milk
Assam,Aug-13,40,Milk
Bihar,Aug-13,32,Milk
Chandigarh,Aug-13,35,Milk
Chhattisgarh,Aug-13,31,Milk
Delhi,Aug-13,32,Milk
Gujarat,Aug-13,41,Milk
Haryana,Aug-13,40,Milk
Himachal Pradesh,Aug-13,27.36,Milk
Jammu and Kashmir,Aug-13,35.22,Milk
Karnataka,Aug-13,33.5,Milk
Kerala,Aug-13,35.36,Milk
Madhya Pradesh,Aug-13,36.59,Milk
Maharashtra,Aug-13,35,Milk
Odisha,Aug-13,28,Milk
Puducherry,Aug-13,29,Milk
Punjab,Aug-13,36.58,Milk
Rajasthan,Aug-13,30.44,Milk
Tamil Nadu,Aug-13,29,Milk
Telangana,Aug-13,34,Milk
Tripura,Aug-13,29,Milk
Uttar Pradesh,Aug-13,38.86,Milk
Uttarakhand,Aug-13,34.27,Milk
West Bengal,Aug-13,28.76,Milk
Andaman and Nicobar,Sep-13,48.89,Milk
Arunachal pradesh,Sep-13,50,Milk
Assam,Sep-13,42.67,Milk
Bihar,Sep-13,32,Milk
Chandigarh,Sep-13,35,Milk
Chhattisgarh,Sep-13,31,Milk
Delhi,Sep-13,32,Milk
Gujarat,Sep-13,41,Milk
Haryana,Sep-13,40.22,Milk
Himachal Pradesh,Sep-13,27.37,Milk
Jammu and Kashmir,Sep-13,34.32,Milk
Karnataka,Sep-13,34.15,Milk
Kerala,Sep-13,35.33,Milk
Madhya Pradesh,Sep-13,37.06,Milk
Maharashtra,Sep-13,33.47,Milk
Odisha,Sep-13,28,Milk
Puducherry,Sep-13,29,Milk
Punjab,Sep-13,36.61,Milk
Rajasthan,Sep-13,30.96,Milk
Tamil Nadu,Sep-13,29.02,Milk
Telangana,Sep-13,34,Milk
Tripura,Sep-13,38,Milk
Uttar Pradesh,Sep-13,39.17,Milk
Uttarakhand,Sep-13,35,Milk
West Bengal,Sep-13,29.07,Milk
Andaman and Nicobar,Oct-13,50,Milk
Andhra Pradesh,Oct-13,34.53,Milk
Arunachal pradesh,Oct-13,50,Milk
Assam,Oct-13,40,Milk
Bihar,Oct-13,32,Milk
Chandigarh,Oct-13,35.63,Milk
Chhattisgarh,Oct-13,31,Milk
Delhi,Oct-13,32.63,Milk
Gujarat,Oct-13,41,Milk
Haryana,Oct-13,38.5,Milk
Himachal Pradesh,Oct-13,27.22,Milk
Jammu and Kashmir,Oct-13,34.41,Milk
Karnataka,Oct-13,33.35,Milk
Kerala,Oct-13,35.33,Milk
Madhya Pradesh,Oct-13,37.13,Milk
Maharashtra,Oct-13,34,Milk
Odisha,Oct-13,28,Milk
Puducherry,Oct-13,29,Milk
Punjab,Oct-13,37,Milk
Rajasthan,Oct-13,30.26,Milk
Tamil Nadu,Oct-13,29,Milk
Telangana,Oct-13,34.8,Milk
Tripura,Oct-13,38,Milk
Uttar Pradesh,Oct-13,40.26,Milk
Uttarakhand,Oct-13,35.58,Milk
West Bengal,Oct-13,29.17,Milk
Andaman and Nicobar,Nov-13,50,Milk
Andhra Pradesh,Nov-13,34.5,Milk
Arunachal pradesh,Nov-13,50,Milk
Assam,Nov-13,41.84,Milk
Bihar,Nov-13,32.56,Milk
Chandigarh,Nov-13,35.53,Milk
Chhattisgarh,Nov-13,31,Milk
Delhi,Nov-13,34,Milk
Goa,Nov-13,39.67,Milk
Gujarat,Nov-13,41.88,Milk
Haryana,Nov-13,41.22,Milk
Himachal Pradesh,Nov-13,27.37,Milk
Jammu and Kashmir,Nov-13,34.47,Milk
Karnataka,Nov-13,33,Milk
Kerala,Nov-13,35.36,Milk
Madhya Pradesh,Nov-13,37.31,Milk
Maharashtra,Nov-13,34,Milk
Odisha,Nov-13,28,Milk
Puducherry,Nov-13,29,Milk
Punjab,Nov-13,36.54,Milk
Rajasthan,Nov-13,33.11,Milk
Tamil Nadu,Nov-13,29.03,Milk
Telangana,Nov-13,36.7,Milk
Tripura,Nov-13,38,Milk
Uttar Pradesh,Nov-13,41.51,Milk
Uttarakhand,Nov-13,36,Milk
West Bengal,Nov-13,30,Milk
Andaman and Nicobar,Dec-13,52,Milk
Andhra Pradesh,Dec-13,34.5,Milk
Arunachal pradesh,Dec-13,50,Milk
Assam,Dec-13,41.18,Milk
Bihar,Dec-13,32.69,Milk
Chandigarh,Dec-13,35,Milk
Chhattisgarh,Dec-13,31,Milk
Delhi,Dec-13,34,Milk
Goa,Dec-13,40,Milk
Gujarat,Dec-13,42,Milk
Haryana,Dec-13,42.21,Milk
Himachal Pradesh,Dec-13,26.88,Milk
Jammu and Kashmir,Dec-13,34,Milk
Karnataka,Dec-13,33,Milk
Kerala,Dec-13,35.33,Milk
Madhya Pradesh,Dec-13,37.69,Milk
Maharashtra,Dec-13,34.59,Milk
Odisha,Dec-13,28,Milk
Puducherry,Dec-13,29,Milk
