State,Month,Price,Commodity
Uttarakhand,Aug-11,14,Wheat
West Bengal,Aug-11,13,Wheat
Andhra Pradesh,Sep-11,22,Wheat
Assam,Sep-11,17,Wheat
Bihar,Sep-11,14.5,Wheat
Chandigarh,Sep-11,15,Wheat
Chhattisgarh,Sep-11,16.55,Wheat
Delhi,Sep-11,15,Wheat
Gujarat,Sep-11,13.41,Wheat
Haryana,Sep-11,12.89,Wheat
Himachal Pradesh,Sep-11,13,Wheat
Jammu and Kashmir,Sep-11,16.5,Wheat
Jharkhand,Sep-11,16.73,Wheat
Karnataka,Sep-11,21.59,Wheat
Kerala,Sep-11,20.5,Wheat
Madhya Pradesh,Sep-11,13.5,Wheat
Maharashtra,Sep-11,20.73,Wheat
Nagaland,Sep-11,16,Wheat
Odisha,Sep-11,15,Wheat
Punjab,Sep-11,12.67,Wheat
Rajasthan,Sep-11,13.29,Wheat
Tamil Nadu,Sep-11,21.36,Wheat
Telangana,Sep-11,20.09,Wheat
Uttar Pradesh,Sep-11,12.35,Wheat
Uttarakhand,Sep-11,14,Wheat
West Bengal,Sep-11,13.76,Wheat
Andhra Pradesh,Oct-11,21.95,Wheat
Assam,Oct-11,17,Wheat
Bihar,Oct-11,14.19,Wheat
Chandigarh,Oct-11,14.5,Wheat
Chhattisgarh,Oct-11,16.53,Wheat
Delhi,Oct-11,15,Wheat
Gujarat,Oct-11,13.48,Wheat
Haryana,Oct-11,12.85,Wheat
Himachal Pradesh,Oct-11,12.7,Wheat
Jammu and Kashmir,Oct-11,14.22,Wheat
Jharkhand,Oct-11,16,Wheat
Karnataka,Oct-11,22.32,Wheat
Kerala,Oct-11,19.97,Wheat
Madhya Pradesh,Oct-11,13.21,Wheat
Maharashtra,Oct-11,20.09,Wheat
Nagaland,Oct-11,16,Wheat
Odisha,Oct-11,15.23,Wheat
Punjab,Oct-11,12.6,Wheat
Rajasthan,Oct-11,13.17,Wheat
Tamil Nadu,Oct-11,21.69,Wheat
Telangana,Oct-11,22.95,Wheat
Uttar Pradesh,Oct-11,12.7,Wheat
Uttarakhand,Oct-11,13.57,Wheat
West Bengal,Oct-11,14,Wheat
Andhra Pradesh,Nov-11,22,Wheat
Arunachal pradesh,Nov-11,16,Wheat
Assam,Nov-11,15,Wheat
Bihar,Nov-11,14,Wheat
Chandigarh,Nov-11,14.85,Wheat
Chhattisgarh,Nov-11,16,Wheat
Delhi,Nov-11,15.05,Wheat
Gujarat,Nov-11,13.68,Wheat
Haryana,Nov-11,13,Wheat
Himachal Pradesh,Nov-11,13,Wheat
Jammu and Kashmir,Nov-11,16.52,Wheat
Jharkhand,Nov-11,16.29,Wheat
Karnataka,Nov-11,21.61,Wheat
Kerala,Nov-11,19.63,Wheat
Madhya Pradesh,Nov-11,13.48,Wheat
Maharashtra,Nov-11,20.24,Wheat
Nagaland,Nov-11,16,Wheat
Odisha,Nov-11,15.24,Wheat
Punjab,Nov-11,12.75,Wheat
Rajasthan,Nov-11,13.77,Wheat
Tamil Nadu,Nov-11,21.5,Wheat
Telangana,Nov-11,24,Wheat
Uttar Pradesh,Nov-11,12.54,Wheat
Uttarakhand,Nov-11,13,Wheat
West Bengal,Nov-11,14.72,Wheat
Andhra Pradesh,Dec-11,22,Wheat
Arunachal pradesh,Dec-11,16,Wheat
Assam,Dec-11,14.5,Wheat
Bihar,Dec-11,14,Wheat
Chandigarh,Dec-11,15,Wheat
Chhattisgarh,Dec-11,16.57,Wheat
Delhi,Dec-11,15.05,Wheat
Gujarat,Dec-11,14.88,Wheat
Haryana,Dec-11,12.86,Wheat
Jammu and Kashmir,Dec-11,15.84,Wheat
Jharkhand,Dec-11,16.8,Wheat
Karnataka,Dec-11,21.13,Wheat
Kerala,Dec-11,20.05,Wheat
Madhya Pradesh,Dec-11,13.51,Wheat
Maharashtra,Dec-11,20.46,Wheat
Nagaland,Dec-11,16,Wheat
Odisha,Dec-11,15.33,Wheat
Punjab,Dec-11,13,Wheat
Rajasthan,Dec-11,13.72,Wheat
Tamil Nadu,Dec-11,21.67,Wheat
Telangana,Dec-11,23.1,Wheat
Uttar Pradesh,Dec-11,12.11,Wheat
Uttarakhand,Dec-11,13,Wheat
West Bengal,Dec-11,15.18,Wheat
Andhra Pradesh,Jan-12,22,Wheat
Arunachal pradesh,Jan-12,13,Wheat
Assam,Jan-12,14,Wheat
Bihar,Jan-12,14,Wheat
Chandigarh,Jan-12,15,Wheat
Chhattisgarh,Jan-12,17,Wheat
Delhi,Jan-12,16,Wheat
Gujarat,Jan-12,15.19,Wheat
Haryana,Jan-12,13.15,Wheat
Jammu and Kashmir,Jan-12,15.91,Wheat
Jharkhand,Jan-12,16,Wheat
Karnataka,Jan-12,21,Wheat
Kerala,Jan-12,19.57,Wheat
Madhya Pradesh,Jan-12,13.71,Wheat
Maharashtra,Jan-12,20.5,Wheat
Nagaland,Jan-12,15.4,Wheat
Odisha,Jan-12,15.4,Wheat
Punjab,Jan-12,13.59,Wheat
Rajasthan,Jan-12,13.67,Wheat
Tamil Nadu,Jan-12,21.79,Wheat
Telangana,Jan-12,23.05,Wheat
Uttar Pradesh,Jan-12,11.52,Wheat
Uttarakhand,Jan-12,13,Wheat
West Bengal,Jan-12,14.79,Wheat
Andhra Pradesh,Feb-12,22,Wheat
Arunachal pradesh,Feb-12,13,Wheat
Assam,Feb-12,14.35,Wheat
Bihar,Feb-12,14,Wheat
Chandigarh,Feb-12,15,Wheat
Chhattisgarh,Feb-12,17,Wheat
Delhi,Feb-12,16,Wheat
Gujarat,Feb-12,15,Wheat
Haryana,Feb-12,12.67,Wheat
Jammu and Kashmir,Feb-12,16.28,Wheat
Jharkhand,Feb-12,16,Wheat
Karnataka,Feb-12,21.74,Wheat
Kerala,Feb-12,19.53,Wheat
Madhya Pradesh,Feb-12,14,Wheat
Maharashtra,Feb-12,20,Wheat
Nagaland,Feb-12,16,Wheat
Odisha,Feb-12,15.11,Wheat
Punjab,Feb-12,13.73,Wheat
Rajasthan,Feb-12,13.11,Wheat
Tamil Nadu,Feb-12,21.67,Wheat
Telangana,Feb-12,23,Wheat
Uttar Pradesh,Feb-12,11.68,Wheat
Uttarakhand,Feb-12,13,Wheat
West Bengal,Feb-12,14,Wheat
Andhra Pradesh,Mar-12,22,Wheat
Arunachal pradesh,Mar-12,13,Wheat
Assam,Mar-12,16,Wheat
Bihar,Mar-12,14,Wheat
Chandigarh,Mar-12,15,Wheat
Chhattisgarh,Mar-12,17,Wheat
Delhi,Mar-12,16,Wheat
Gujarat,Mar-12,15.1,Wheat
Haryana,Mar-12,13.67,Wheat
Jammu and Kashmir,Mar-12,16.91,Wheat
Jharkhand,Mar-12,17,Wheat
Karnataka,Mar-12,21.82,Wheat
Kerala,Mar-12,19.2,Wheat
Madhya Pradesh,Mar-12,14,Wheat
Maharashtra,Mar-12,20,Wheat
Nagaland,Mar-12,16,Wheat
Odisha,Mar-12,14.67,Wheat
Punjab,Mar-12,13.77,Wheat
Rajasthan,Mar-12,13.59,Wheat
Tamil Nadu,Mar-12,21.98,Wheat
Telangana,Mar-12,22.3,Wheat
Uttar Pradesh,Mar-12,11.72,Wheat
Uttarakhand,Mar-12,13,Wheat
West Bengal,Mar-12,14,Wheat
Andhra Pradesh,Apr-12,22,Wheat
Arunachal pradesh,Apr-12,13,Wheat
Assam,Apr-12,15.5,Wheat
Bihar,Apr-12,14,Wheat
Chandigarh,Apr-12,15,Wheat
Chhattisgarh,Apr-12,17.53,Wheat
Delhi,Apr-12,16,Wheat
Gujarat,Apr-12,15.15,Wheat
Haryana,Apr-12,13.41,Wheat
Jammu and Kashmir,Apr-12,16.6,Wheat
Jharkhand,Apr-12,17.22,Wheat
Karnataka,Apr-12,21.3,Wheat
Kerala,Apr-12,18.92,Wheat
Madhya Pradesh,Apr-12,14,Wheat
Maharashtra,Apr-12,20.29,Wheat
Nagaland,Apr-12,16,Wheat
Odisha,Apr-12,14.67,Wheat
Punjab,Apr-12,13.72,Wheat
Rajasthan,Apr-12,14.15,Wheat
Tamil Nadu,Apr-12,22,Wheat
Telangana,Apr-12,23.68,Wheat
Uttar Pradesh,Apr-12,11.93,Wheat
Uttarakhand,Apr-12,13,Wheat
West Bengal,Apr-12,14,Wheat
Andhra Pradesh,May-12,22.91,Wheat
Assam,May-12,15.13,Wheat
Bihar,May-12,14.11,Wheat
Chandigarh,May-12,15,Wheat
Chhattisgarh,May-12,17.15,Wheat
Delhi,May-12,16,Wheat
Gujarat,May-12,15.91,Wheat
Haryana,May-12,13.09,Wheat
Jammu and Kashmir,May-12,16.71,Wheat
Jharkhand,May-12,18,Wheat
Karnataka,May-12,21.87,Wheat
Kerala,May-12,18.62,Wheat
Madhya Pradesh,May-12,14,Wheat
Maharashtra,May-12,21.14,Wheat
Nagaland,May-12,16,Wheat
Odisha,May-12,14.67,Wheat
Punjab,May-12,13.67,Wheat
Rajasthan,May-12,14.22,Wheat
Tamil Nadu,May-12,22,Wheat
Telangana,May-12,23,Wheat
Uttar Pradesh,May-12,12.2,Wheat
Uttarakhand,May-12,13.75,Wheat
West Bengal,May-12,14.33,Wheat
Andaman and Nicobar,Jun-12,25,Wheat
Andhra Pradesh,Jun-12,23,Wheat
Assam,Jun-12,15.22,Wheat
Bihar,Jun-12,14.68,Wheat
Chandigarh,Jun-12,15,Wheat
Chhattisgarh,Jun-12,17,Wheat
Delhi,Jun-12,15.38,Wheat
Gujarat,Jun-12,16.12,Wheat
Haryana,Jun-12,12.81,Wheat
Jammu and Kashmir,Jun-12,16.55,Wheat
Jharkhand,Jun-12,16.63,Wheat
Karnataka,Jun-12,22,Wheat
Kerala,Jun-12,18.9,Wheat
Madhya Pradesh,Jun-12,14.36,Wheat
Maharashtra,Jun-12,20.88,Wheat
Nagaland,Jun-12,16,Wheat
Odisha,Jun-12,14.66,Wheat
Puducherry,Jun-12,24,Wheat
Punjab,Jun-12,13.9,Wheat
Rajasthan,Jun-12,13.97,Wheat
Tamil Nadu,Jun-12,22,Wheat
Telangana,Jun-12,23,Wheat
Uttar Pradesh,Jun-12,12.24,Wheat
Uttarakhand,Jun-12,14,Wheat
West Bengal,Jun-12,15,Wheat
Andaman and Nicobar,Jul-12,25,Wheat
Andhra Pradesh,Jul-12,23.55,Wheat
Assam,Jul-12,15,Wheat
Bihar,Jul-12,15.15,Wheat
Chandigarh,Jul-12,15,Wheat
Chhattisgarh,Jul-12,17.84,Wheat
Delhi,Jul-12,15,Wheat
Gujarat,Jul-12,15.68,Wheat
Haryana,Jul-12,13.05,Wheat
Jammu and Kashmir,Jul-12,17,Wheat
Jharkhand,Jul-12,17,Wheat
Karnataka,Jul-12,21.34,Wheat
Kerala,Jul-12,20.88,Wheat
Madhya Pradesh,Jul-12,14.86,Wheat
Maharashtra,Jul-12,20.79,Wheat
Nagaland,Jul-12,16,Wheat
Odisha,Jul-12,14.84,Wheat
Puducherry,Jul-12,24,Wheat
Punjab,Jul-12,13.62,Wheat
Rajasthan,Jul-12,14.06,Wheat
Tamil Nadu,Jul-12,22.29,Wheat
Telangana,Jul-12,23,Wheat
Uttar Pradesh,Jul-12,12.33,Wheat
Uttarakhand,Jul-12,14,Wheat
West Bengal,Jul-12,14.95,Wheat
Andaman and Nicobar,Aug-12,25,Wheat
Andhra Pradesh,Aug-12,24,Wheat
Assam,Aug-12,16,Wheat
Bihar,Aug-12,15.52,Wheat
Chandigarh,Aug-12,15.6,Wheat
Chhattisgarh,Aug-12,19.39,Wheat
Delhi,Aug-12,16.68,Wheat
Gujarat,Aug-12,17.21,Wheat
Haryana,Aug-12,13.3,Wheat
Jammu and Kashmir,Aug-12,16.58,Wheat
Jharkhand,Aug-12,18,Wheat
Karnataka,Aug-12,21.69,Wheat
Kerala,Aug-12,21.04,Wheat
Madhya Pradesh,Aug-12,15.42,Wheat
Maharashtra,Aug-12,22.05,Wheat
Nagaland,Aug-12,16,Wheat
Odisha,Aug-12,16.37,Wheat
Puducherry,Aug-12,24,Wheat
Punjab,Aug-12,14.24,Wheat
Rajasthan,Aug-12,15.45,Wheat
Tamil Nadu,Aug-12,23.42,Wheat
Telangana,Aug-12,23.25,Wheat
Uttar Pradesh,Aug-12,13.71,Wheat
Uttarakhand,Aug-12,14.65,Wheat
West Bengal,Aug-12,16.27,Wheat
Andaman and Nicobar,Sep-12,25,Wheat
Andhra Pradesh,Sep-12,25.05,Wheat
Assam,Sep-12,19.25,Wheat
Bihar,Sep-12,15.41,Wheat
Chandigarh,Sep-12,18,Wheat
Chhattisgarh,Sep-12,21.79,Wheat
Delhi,Sep-12,19,Wheat
Gujarat,Sep-12,17.05,Wheat
Haryana,Sep-12,14.08,Wheat
Jammu and Kashmir,Sep-12,17.03,Wheat
Jharkhand,Sep-12,19.33,Wheat
Karnataka,Sep-12,23.09,Wheat
Kerala,Sep-12,21.82,Wheat
Madhya Pradesh,Sep-12,15.5,Wheat
Maharashtra,Sep-12,22.61,Wheat
Nagaland,Sep-12,16,Wheat
Odisha,Sep-12,17.81,Wheat
Puducherry,Sep-12,25.79,Wheat
Punjab,Sep-12,14.52,Wheat
Rajasthan,Sep-12,16.57,Wheat
Tamil Nadu,Sep-12,23.78,Wheat
Telangana,Sep-12,24.58,Wheat
Uttar Pradesh,Sep-12,15.17,Wheat
Uttarakhand,Sep-12,16.06,Wheat
West Bengal,Sep-12,17,Wheat
Andaman and Nicobar,Oct-12,25.32,Wheat
Andhra Pradesh,Oct-12,26,Wheat
Assam,Oct-12,19.81,Wheat
Bihar,Oct-12,15.92,Wheat
Chandigarh,Oct-12,18,Wheat
Chhattisgarh,Oct-12,21.3,Wheat
Delhi,Oct-12,18.21,Wheat
Gujarat,Oct-12,16.92,Wheat
Haryana,Oct-12,14.6,Wheat
Jammu and Kashmir,Oct-12,17.32,Wheat
Jharkhand,Oct-12,20,Wheat
Karnataka,Oct-12,24.3,Wheat
Kerala,Oct-12,23.53,Wheat
Madhya Pradesh,Oct-12,15.46,Wheat
Maharashtra,Oct-12,23.82,Wheat
Nagaland,Oct-12,16,Wheat
Odisha,Oct-12,18,Wheat
Puducherry,Oct-12,26,Wheat
Punjab,Oct-12,14.73,Wheat
Rajasthan,Oct-12,16.49,Wheat
Tamil Nadu,Oct-12,24.83,Wheat
Telangana,Oct-12,25,Wheat
Uttar Pradesh,Oct-12,15.16,Wheat
Uttarakhand,Oct-12,16.67,Wheat
West Bengal,Oct-12,16.15,Wheat
Andaman and Nicobar,Nov-12,27,Wheat
Andhra Pradesh,Nov-12,26.45,Wheat
Assam,Nov-12,19.29,Wheat
Bihar,Nov-12,17.55,Wheat
Chandigarh,Nov-12,18,Wheat
Chhattisgarh,Nov-12,20,Wheat
Delhi,Nov-12,19,Wheat
Gujarat,Nov-12,16.59,Wheat
Haryana,Nov-12,14.97,Wheat
Jammu and Kashmir,Nov-12,17.23,Wheat
Jharkhand,Nov-12,20,Wheat
Karnataka,Nov-12,24.4,Wheat
Kerala,Nov-12,25.28,Wheat
Madhya Pradesh,Nov-12,14.96,Wheat
Maharashtra,Nov-12,24,Wheat
Nagaland,Nov-12,16,Wheat
Odisha,Nov-12,17.48,Wheat
Puducherry,Nov-12,26.1,Wheat
Punjab,Nov-12,15.07,Wheat
Rajasthan,Nov-12,16.4,Wheat
Tamil Nadu,Nov-12,26.3,Wheat
Telangana,Nov-12,26.95,Wheat
Uttar Pradesh,Nov-12,15.1,Wheat
Uttarakhand,Nov-12,16,Wheat
West Bengal,Nov-12,16.43,Wheat
Andaman and Nicobar,Dec-12,27,Wheat
Andhra Pradesh,Dec-12,25.7,Wheat
Assam,Dec-12,20,Wheat
Bihar,Dec-12,17.52,Wheat
Chandigarh,Dec-12,18,Wheat
Chhattisgarh,Dec-12,21.56,Wheat
Delhi,Dec-12,19,Wheat
Gujarat,Dec-12,17,Wheat
Haryana,Dec-12,15.47,Wheat
Jammu and Kashmir,Dec-12,18.44,Wheat
Jharkhand,Dec-12,20.54,Wheat
Karnataka,Dec-12,23.92,Wheat
Kerala,Dec-12,26.06,Wheat
Madhya Pradesh,Dec-12,14.74,Wheat
Maharashtra,Dec-12,25.63,Wheat
Nagaland,Dec-12,16,Wheat
Odisha,Dec-12,17,Wheat
Puducherry,Dec-12,27.45,Wheat
Punjab,Dec-12,15.91,Wheat
Rajasthan,Dec-12,16.42,Wheat
Tamil Nadu,Dec-12,27.05,Wheat
Telangana,Dec-12,28.2,Wheat
Uttar Pradesh,Dec-12,15.04,Wheat
Uttarakhand,Dec-12,17,Wheat
West Bengal,Dec-12,18,Wheat
Andaman and Nicobar,Jan-13,27,Wheat
Andhra Pradesh,Jan-13,26,Wheat
Assam,Jan-13,20,Wheat
Bihar,Jan-13,16.5,Wheat
Chandigarh,Jan-13,18,Wheat
Chhattisgarh,Jan-13,22,Wheat
Delhi,Jan-13,19,Wheat
Gujarat,Jan-13,17,Wheat
Haryana,Jan-13,15.89,Wheat
Jammu and Kashmir,Jan-13,18.49,Wheat
Jharkhand,Jan-13,21,Wheat
Karnataka,Jan-13,24.41,Wheat
Kerala,Jan-13,26.94,Wheat
Madhya Pradesh,Jan-13,14.43,Wheat
Maharashtra,Jan-13,26.5,Wheat
Nagaland,Jan-13,16,Wheat
Odisha,Jan-13,17,Wheat
Puducherry,Jan-13,28,Wheat
Punjab,Jan-13,15.91,Wheat
Rajasthan,Jan-13,16.51,Wheat
Tamil Nadu,Jan-13,26.85,Wheat
Telangana,Jan-13,28.35,Wheat
Uttar Pradesh,Jan-13,15.25,Wheat
Uttarakhand,Jan-13,16.33,Wheat
West Bengal,Jan-13,18,Wheat
Andaman and Nicobar,Feb-13,27,Wheat
Andhra Pradesh,Feb-13,26,Wheat
Assam,Feb-13,20.17,Wheat
Bihar,Feb-13,16.97,Wheat
Chandigarh,Feb-13,19.24,Wheat
Chhattisgarh,Feb-13,21.65,Wheat
Delhi,Feb-13,19,Wheat
Gujarat,Feb-13,17.43,Wheat
Haryana,Feb-13,15.5,Wheat
Jammu and Kashmir,Feb-13,18.45,Wheat
Jharkhand,Feb-13,20.36,Wheat
Karnataka,Feb-13,25.75,Wheat
Kerala,Feb-13,27.63,Wheat
Madhya Pradesh,Feb-13,14.73,Wheat
Maharashtra,Feb-13,26.54,Wheat
Nagaland,Feb-13,16,Wheat
Puducherry,Feb-13,28.9,Wheat
Punjab,Feb-13,16.53,Wheat
Rajasthan,Feb-13,17.42,Wheat
Tamil Nadu,Feb-13,27.12,Wheat
Telangana,Feb-13,29,Wheat
Uttar Pradesh,Feb-13,15.63,Wheat
Uttarakhand,Feb-13,16.65,Wheat
West Bengal,Feb-13,18.13,Wheat
Andaman and Nicobar,Mar-13,27,Wheat
Andhra Pradesh,Mar-13,25.21,Wheat
Assam,Mar-13,20.94,Wheat
Bihar,Mar-13,17.89,Wheat
Chandigarh,Mar-13,21,Wheat
Chhattisgarh,Mar-13,21,Wheat
Delhi,Mar-13,19,Wheat
Gujarat,Mar-13,17.44,Wheat
Haryana,Mar-13,16.06,Wheat
Jammu and Kashmir,Mar-13,18.06,Wheat
Jharkhand,Mar-13,20,Wheat
Karnataka,Mar-13,25.47,Wheat
Kerala,Mar-13,26.67,Wheat
Madhya Pradesh,Mar-13,15.15,Wheat
Maharashtra,Mar-13,26.5,Wheat
Nagaland,Mar-13,16,Wheat
Odisha,Mar-13,21,Wheat
Puducherry,Mar-13,30,Wheat
Punjab,Mar-13,16.97,Wheat
Rajasthan,Mar-13,17.03,Wheat
Tamil Nadu,Mar-13,27,Wheat
Telangana,Mar-13,28.74,Wheat
Uttar Pradesh,Mar-13,16.29,Wheat
Uttarakhand,Mar-13,17,Wheat
West Bengal,Mar-13,18.21,Wheat
Andaman and Nicobar,Apr-13,27,Wheat
Andhra Pradesh,Apr-13,26.17,Wheat
Assam,Apr-13,21,Wheat
Bihar,Apr-13,17.8,Wheat
Chandigarh,Apr-13,21,Wheat
Chhattisgarh,Apr-13,21,Wheat
Delhi,Apr-13,18.9,Wheat
Gujarat,Apr-13,18.5,Wheat
Haryana,Apr-13,16.15,Wheat
Jammu and Kashmir,Apr-13,18.61,Wheat
Jharkhand,Apr-13,21.56,Wheat
Karnataka,Apr-13,25.06,Wheat
Kerala,Apr-13,26.75,Wheat
Madhya Pradesh,Apr-13,15.65,Wheat
Maharashtra,Apr-13,25.68,Wheat
Nagaland,Apr-13,16,Wheat
Odisha,Apr-13,21,Wheat
Puducherry,Apr-13,28.9,Wheat
Punjab,Apr-13,17.13,Wheat
Rajasthan,Apr-13,16.03,Wheat
Tamil Nadu,Apr-13,26.62,Wheat
Telangana,Apr-13,26.56,Wheat
Uttar Pradesh,Apr-13,15.32,Wheat
Uttarakhand,Apr-13,17.12,Wheat
West Bengal,Apr-13,16.06,Wheat
Andaman and Nicobar,May-13,27,Wheat
Andhra Pradesh,May-13,25.91,Wheat
Assam,May-13,21,Wheat
Bihar,May-13,16.95,Wheat
Chandigarh,May-13,21.76,Wheat
Chhattisgarh,May-13,21,Wheat
Delhi,May-13,17.26,Wheat
Gujarat,May-13,18.49,Wheat
Haryana,May-13,15.36,Wheat
Jammu and Kashmir,May-13,18.86,Wheat
Jharkhand,May-13,19.29,Wheat
Karnataka,May-13,24.94,Wheat
Kerala,May-13,26.67,Wheat
Madhya Pradesh,May-13,16.13,Wheat
Maharashtra,May-13,25.82,Wheat
Nagaland,May-13,16,Wheat
Odisha,May-13,21,Wheat
Puducherry,May-13,28,Wheat
Punjab,May-13,15.95,Wheat
Rajasthan,May-13,16.21,Wheat
Tamil Nadu,May-13,26.91,Wheat
Telangana,May-13,26,Wheat
Uttar Pradesh,May-13,14.88,Wheat
Uttarakhand,May-13,15.29,Wheat
West Bengal,May-13,17,Wheat
Andaman and Nicobar,Jun-13,27,Wheat
Andhra Pradesh,Jun-13,25,Wheat
Assam,Jun-13,21,Wheat
Bihar,Jun-13,16.94,Wheat
Chandigarh,Jun-13,22,Wheat
Chhattisgarh,Jun-13,21.6,Wheat
Delhi,Jun-13,17.55,Wheat
Gujarat,Jun-13,19.13,Wheat
Haryana,Jun-13,15.97,Wheat
Jammu and Kashmir,Jun-13,18.88,Wheat
Jharkhand,Jun-13,16.79,Wheat
Karnataka,Jun-13,25.35,Wheat
Kerala,Jun-13,26.73,Wheat
Madhya Pradesh,Jun-13,16.35,Wheat
Maharashtra,Jun-13,26,Wheat
Nagaland,Jun-13,16,Wheat
Odisha,Jun-13,21,Wheat
Puducherry,Jun-13,28,Wheat
Punjab,Jun-13,15.95,Wheat
Rajasthan,Jun-13,16.62,Wheat
Tamil Nadu,Jun-13,27.25,Wheat
Telangana,Jun-13,27.9,Wheat
Uttar Pradesh,Jun-13,15.74,Wheat
Uttarakhand,Jun-13,16.05,Wheat
West Bengal,Jun-13,17.95,Wheat
Andaman and Nicobar,Jul-13,27,Wheat
Andhra Pradesh,Jul-13,25,Wheat
Assam,Jul-13,21,Wheat
Bihar,Jul-13,18.55,Wheat
Chandigarh,Jul-13,22,Wheat
Chhattisgarh,Jul-13,22,Wheat
Delhi,Jul-13,18,Wheat
Gujarat,Jul-13,19.41,Wheat
Haryana,Jul-13,16.55,Wheat
Jammu and Kashmir,Jul-13,18.84,Wheat
Jharkhand,Jul-13,18.43,Wheat
Karnataka,Jul-13,25.88,Wheat
Kerala,Jul-13,26.14,Wheat
Madhya Pradesh,Jul-13,16.14,Wheat
Maharashtra,Jul-13,26.37,Wheat
Nagaland,Jul-13,16,Wheat
Odisha,Jul-13,21,Wheat
Puducherry,Jul-13,29.83,Wheat
Punjab,Jul-13,16.44,Wheat
Rajasthan,Jul-13,16.81,Wheat
Tamil Nadu,Jul-13,27.04,Wheat
Telangana,Jul-13,28,Wheat
Uttar Pradesh,Jul-13,15.74,Wheat
Uttarakhand,Jul-13,16,Wheat
West Bengal,Jul-13,18,Wheat
Andaman and Nicobar,Aug-13,27,Wheat
Andhra Pradesh,Aug-13,25,Wheat
Assam,Aug-13,20.95,Wheat
Bihar,Aug-13,18.74,Wheat
Chandigarh,Aug-13,22,Wheat
Chhattisgarh,Aug-13,22,Wheat
Delhi,Aug-13,18,Wheat
Gujarat,Aug-13,18.72,Wheat
Haryana,Aug-13,16.5,Wheat
Jammu and Kashmir,Aug-13,18.89,Wheat
Jharkhand,Aug-13,21.37,Wheat
Karnataka,Aug-13,26.5,Wheat
Kerala,Aug-13,25.83,Wheat
Madhya Pradesh,Aug-13,16.1,Wheat
Maharashtra,Aug-13,26.42,Wheat
Nagaland,Aug-13,16,Wheat
Odisha,Aug-13,21,Wheat
Puducherry,Aug-13,30,Wheat
Punjab,Aug-13,16.89,Wheat
Rajasthan,Aug-13,17.24,Wheat
Tamil Nadu,Aug-13,27.33,Wheat
Telangana,Aug-13,28,Wheat
Uttar Pradesh,Aug-13,15.76,Wheat
Uttarakhand,Aug-13,16,Wheat
West Bengal,Aug-13,18,Wheat
Andaman and Nicobar,Sep-13,27,Wheat
Assam,Sep-13,21,Wheat
Bihar,Sep-13,19,Wheat
Chandigarh,Sep-13,22,Wheat
Chhattisgarh,Sep-13,22.22,Wheat
Delhi,Sep-13,18,Wheat
Gujarat,Sep-13,18.73,Wheat
Haryana,Sep-13,16.5,Wheat
Jammu and Kashmir,Sep-13,20.05,Wheat
Jharkhand,Sep-13,22.89,Wheat
Karnataka,Sep-13,26.5,Wheat
Kerala,Sep-13,26.35,Wheat
Madhya Pradesh,Sep-13,15.97,Wheat
Maharashtra,Sep-13,26.03,Wheat
Meghalaya,Sep-13,25,Wheat
Nagaland,Sep-13,16,Wheat
Odisha,Sep-13,21,Wheat
Puducherry,Sep-13,30,Wheat
Punjab,Sep-13,17.07,Wheat
Rajasthan,Sep-13,17.26,Wheat
Tamil Nadu,Sep-13,27.33,Wheat
Telangana,Sep-13,28,Wheat
Uttar Pradesh,Sep-13,15.71,Wheat
Uttarakhand,Sep-13,15.63,Wheat
West Bengal,Sep-13,18,Wheat
Andaman and Nicobar,Oct-13,27,Wheat
Andhra Pradesh,Oct-13,25.06,Wheat
Assam,Oct-13,21,Wheat
Bihar,Oct-13,18.92,Wheat
Chandigarh,Oct-13,19.89,Wheat
Chhattisgarh,Oct-13,23.2,Wheat
Delhi,Oct-13,18,Wheat
Gujarat,Oct-13,18.5,Wheat
Haryana,Oct-13,16.5,Wheat
Jammu and Kashmir,Oct-13,19.62,Wheat
Jharkhand,Oct-13,22.06,Wheat
Karnataka,Oct-13,26.38,Wheat
Kerala,Oct-13,26.86,Wheat
Madhya Pradesh,Oct-13,16.57,Wheat
Maharashtra,Oct-13,26.4,Wheat
Meghalaya,Oct-13,25,Wheat
Nagaland,Oct-13,16,Wheat
Odisha,Oct-13,21,Wheat
Puducherry,Oct-13,30,Wheat
Punjab,Oct-13,16.82,Wheat
Rajasthan,Oct-13,17.29,Wheat
Tamil Nadu,Oct-13,27.55,Wheat
Telangana,Oct-13,28,Wheat
Uttar Pradesh,Oct-13,15.82,Wheat
Uttarakhand,Oct-13,16,Wheat
West Bengal,Oct-13,18,Wheat
Andaman and Nicobar,Nov-13,27,Wheat
Andhra Pradesh,Nov-13,25.48,Wheat
Assam,Nov-13,21,Wheat
Bihar,Nov-13,19.5,Wheat
Chandigarh,Nov-13,18,Wheat
Chhattisgarh,Nov-13,24,Wheat
Delhi,Nov-13,18,Wheat
Goa,Nov-13,28.8,Wheat
Gujarat,Nov-13,18.63,Wheat
Haryana,Nov-13,16.21,Wheat
Jammu and Kashmir,Nov-13,18.21,Wheat
Jharkhand,Nov-13,21.14,Wheat
Karnataka,Nov-13,26.84,Wheat
Kerala,Nov-13,27.04,Wheat
Madhya Pradesh,Nov-13,17.07,Wheat
Maharashtra,Nov-13,26,Wheat
Meghalaya,Nov-13,25.56,Wheat
Nagaland,Nov-13,16,Wheat
Odisha,Nov-13,21,Wheat
