State,Month,Price,Commodity
Arunachal pradesh,May-11,19.5,Rice
Assam,May-11,17.95,Rice
Bihar,May-11,21.95,Rice
Chandigarh,May-11,16.86,Rice
Chhattisgarh,May-11,19,Rice
Delhi,May-11,23,Rice
Gujarat,May-11,17,Rice
Haryana,May-11,19,Rice
Himachal Pradesh,May-11,23.5,Rice
Jammu and Kashmir,May-11,23.84,Rice
Jharkhand,May-11,25,Rice
Karnataka,May-11,22.2,Rice
Kerala,May-11,26.17,Rice
Madhya Pradesh,May-11,20,Rice
Maharashtra,May-11,18.67,Rice
Meghalaya,May-11,18,Rice
Mizoram,May-11,25,Rice
Nagaland,May-11,17,Rice
Odisha,May-11,19,Rice
Punjab,May-11,18,Rice
Rajasthan,May-11,20,Rice
Tamil Nadu,May-11,20.78,Rice
Telangana,May-11,19.48,Rice
Tripura,May-11,19,Rice
Uttar Pradesh,May-11,15,Rice
Uttarakhand,May-11,16,Rice
West Bengal,May-11,18.48,Rice
Andhra Pradesh,Jun-11,18,Rice
Arunachal pradesh,Jun-11,20,Rice
Assam,Jun-11,18.77,Rice
Bihar,Jun-11,21.32,Rice
Chandigarh,Jun-11,22,Rice
Chhattisgarh,Jun-11,18.41,Rice
Delhi,Jun-11,23,Rice
Gujarat,Jun-11,17.09,Rice
Haryana,Jun-11,19,Rice
Himachal Pradesh,Jun-11,23.5,Rice
Jammu and Kashmir,Jun-11,24.39,Rice
Jharkhand,Jun-11,25,Rice
Karnataka,Jun-11,22.34,Rice
Kerala,Jun-11,25.34,Rice
Madhya Pradesh,Jun-11,19.93,Rice
Maharashtra,Jun-11,18.84,Rice
Meghalaya,Jun-11,18,Rice
Mizoram,Jun-11,25,Rice
Nagaland,Jun-11,16.41,Rice
Odisha,Jun-11,19.29,Rice
Punjab,Jun-11,19.97,Rice
Rajasthan,Jun-11,20,Rice
Tamil Nadu,Jun-11,21,Rice
Telangana,Jun-11,19.91,Rice
Tripura,Jun-11,19,Rice
Uttar Pradesh,Jun-11,15,Rice
Uttarakhand,Jun-11,16,Rice
West Bengal,Jun-11,19.16,Rice
Andhra Pradesh,Jul-11,18,Rice
Arunachal pradesh,Jul-11,20,Rice
Assam,Jul-11,18.52,Rice
Bihar,Jul-11,21,Rice
Chandigarh,Jul-11,22,Rice
Chhattisgarh,Jul-11,18,Rice
Delhi,Jul-11,23,Rice
Gujarat,Jul-11,18.52,Rice
Haryana,Jul-11,19.07,Rice
Himachal Pradesh,Jul-11,23.5,Rice
Jammu and Kashmir,Jul-11,24.5,Rice
Jharkhand,Jul-11,25.19,Rice
Karnataka,Jul-11,22.5,Rice
Kerala,Jul-11,23.73,Rice
Madhya Pradesh,Jul-11,19.76,Rice
Maharashtra,Jul-11,19.95,Rice
Meghalaya,Jul-11,18,Rice
Mizoram,Jul-11,25,Rice
Nagaland,Jul-11,15.86,Rice
Odisha,Jul-11,19.25,Rice
Rajasthan,Jul-11,20.14,Rice
Tamil Nadu,Jul-11,20.7,Rice
Telangana,Jul-11,20.43,Rice
Tripura,Jul-11,19.81,Rice
Uttar Pradesh,Jul-11,15.02,Rice
Uttarakhand,Jul-11,15.1,Rice
West Bengal,Jul-11,19,Rice
Andhra Pradesh,Aug-11,18,Rice
Assam,Aug-11,18,Rice
Bihar,Aug-11,21.52,Rice
Chandigarh,Aug-11,22,Rice
Chhattisgarh,Aug-11,18,Rice
Delhi,Aug-11,23.6,Rice
Gujarat,Aug-11,19,Rice
Haryana,Aug-11,19.5,Rice
Himachal Pradesh,Aug-11,23.5,Rice
Jammu and Kashmir,Aug-11,24.5,Rice
Jharkhand,Aug-11,26.35,Rice
Karnataka,Aug-11,22.5,Rice
Kerala,Aug-11,23.5,Rice
Madhya Pradesh,Aug-11,20,Rice
Maharashtra,Aug-11,21.55,Rice
Meghalaya,Aug-11,18,Rice
Mizoram,Aug-11,25,Rice
Nagaland,Aug-11,15.85,Rice
Odisha,Aug-11,19.33,Rice
Rajasthan,Aug-11,20,Rice
Tamil Nadu,Aug-11,20.93,Rice
Telangana,Aug-11,20.8,Rice
Tripura,Aug-11,19.1,Rice
Uttar Pradesh,Aug-11,15.5,Rice
Uttarakhand,Aug-11,15,Rice
West Bengal,Aug-11,19,Rice
Andhra Pradesh,Sep-11,18.23,Rice
Assam,Sep-11,18,Rice
Bihar,Sep-11,22.5,Rice
Chandigarh,Sep-11,22,Rice
Chhattisgarh,Sep-11,18.18,Rice
Delhi,Sep-11,24,Rice
Gujarat,Sep-11,18.34,Rice
Haryana,Sep-11,19.89,Rice
Himachal Pradesh,Sep-11,23.5,Rice
Jammu and Kashmir,Sep-11,24.5,Rice
Jharkhand,Sep-11,25.91,Rice
Karnataka,Sep-11,22.55,Rice
Kerala,Sep-11,23.68,Rice
Madhya Pradesh,Sep-11,19.59,Rice
Maharashtra,Sep-11,22.32,Rice
Meghalaya,Sep-11,16.64,Rice
Mizoram,Sep-11,25,Rice
Nagaland,Sep-11,14.18,Rice
Odisha,Sep-11,19.33,Rice
Punjab,Sep-11,19.67,Rice
Rajasthan,Sep-11,20.29,Rice
Tamil Nadu,Sep-11,20.7,Rice
Telangana,Sep-11,19.5,Rice
Tripura,Sep-11,19,Rice
Uttar Pradesh,Sep-11,15.66,Rice
Uttarakhand,Sep-11,15,Rice
West Bengal,Sep-11,18.88,Rice
Andhra Pradesh,Oct-11,19,Rice
Assam,Oct-11,18,Rice
Bihar,Oct-11,24.06,Rice
Chandigarh,Oct-11,20,Rice
Chhattisgarh,Oct-11,18.35,Rice
Delhi,Oct-11,24,Rice
Gujarat,Oct-11,16.56,Rice
Haryana,Oct-11,20,Rice
Himachal Pradesh,Oct-11,24.52,Rice
Jammu and Kashmir,Oct-11,25.65,Rice
Jharkhand,Oct-11,27,Rice
Karnataka,Oct-11,23,Rice
Kerala,Oct-11,25.27,Rice
Madhya Pradesh,Oct-11,19.74,Rice
Maharashtra,Oct-11,21.53,Rice
Meghalaya,Oct-11,15.93,Rice
Mizoram,Oct-11,25,Rice
Nagaland,Oct-11,14,Rice
Odisha,Oct-11,19.15,Rice
Punjab,Oct-11,19.47,Rice
Rajasthan,Oct-11,20.33,Rice
Tamil Nadu,Oct-11,20.74,Rice
Telangana,Oct-11,20.79,Rice
Tripura,Oct-11,19,Rice
Uttar Pradesh,Oct-11,16.18,Rice
Uttarakhand,Oct-11,15,Rice
West Bengal,Oct-11,19.5,Rice
Andhra Pradesh,Nov-11,19,Rice
Arunachal pradesh,Nov-11,20,Rice
Assam,Nov-11,17.18,Rice
Bihar,Nov-11,24.57,Rice
Chandigarh,Nov-11,21,Rice
Chhattisgarh,Nov-11,18,Rice
Delhi,Nov-11,24,Rice
Gujarat,Nov-11,18.03,Rice
Haryana,Nov-11,20,Rice
Himachal Pradesh,Nov-11,24.21,Rice
Jammu and Kashmir,Nov-11,23.94,Rice
Jharkhand,Nov-11,26.64,Rice
Karnataka,Nov-11,22.63,Rice
Kerala,Nov-11,24.79,Rice
Madhya Pradesh,Nov-11,20.16,Rice
Maharashtra,Nov-11,21.82,Rice
Meghalaya,Nov-11,16,Rice
Mizoram,Nov-11,25,Rice
Nagaland,Nov-11,13.1,Rice
Odisha,Nov-11,19.36,Rice
Punjab,Nov-11,23.08,Rice
Rajasthan,Nov-11,21.36,Rice
Tamil Nadu,Nov-11,21.22,Rice
Telangana,Nov-11,19.35,Rice
Tripura,Nov-11,19,Rice
Uttar Pradesh,Nov-11,16,Rice
Uttarakhand,Nov-11,15,Rice
West Bengal,Nov-11,18.57,Rice
Andhra Pradesh,Dec-11,19,Rice
Arunachal pradesh,Dec-11,19.88,Rice
Assam,Dec-11,16.67,Rice
Bihar,Dec-11,25,Rice
Chandigarh,Dec-11,22,Rice
Chhattisgarh,Dec-11,18.57,Rice
Delhi,Dec-11,23.86,Rice
Gujarat,Dec-11,18.39,Rice
Haryana,Dec-11,20,Rice
Himachal Pradesh,Dec-11,25.27,Rice
Jammu and Kashmir,Dec-11,23.68,Rice
Jharkhand,Dec-11,25,Rice
Karnataka,Dec-11,22.63,Rice
Kerala,Dec-11,24.02,Rice
Madhya Pradesh,Dec-11,20.41,Rice
Maharashtra,Dec-11,21.68,Rice
Meghalaya,Dec-11,16,Rice
Mizoram,Dec-11,25.7,Rice
Nagaland,Dec-11,12,Rice
Odisha,Dec-11,19.67,Rice
Punjab,Dec-11,22.58,Rice
Rajasthan,Dec-11,21.72,Rice
Tamil Nadu,Dec-11,21.22,Rice
Telangana,Dec-11,17.67,Rice
Tripura,Dec-11,19,Rice
Uttar Pradesh,Dec-11,16.13,Rice
Uttarakhand,Dec-11,15,Rice
West Bengal,Dec-11,18.41,Rice
Andhra Pradesh,Jan-12,18.62,Rice
Arunachal pradesh,Jan-12,18,Rice
Assam,Jan-12,16.71,Rice
Bihar,Jan-12,25,Rice
Chandigarh,Jan-12,22,Rice
Chhattisgarh,Jan-12,19,Rice
Delhi,Jan-12,24,Rice
Gujarat,Jan-12,18.9,Rice
Haryana,Jan-12,20,Rice
Himachal Pradesh,Jan-12,25.2,Rice
Jammu and Kashmir,Jan-12,23.88,Rice
Jharkhand,Jan-12,24.5,Rice
Karnataka,Jan-12,22.5,Rice
Kerala,Jan-12,24.2,Rice
Madhya Pradesh,Jan-12,20.31,Rice
Maharashtra,Jan-12,21.71,Rice
Meghalaya,Jan-12,16,Rice
Mizoram,Jan-12,26,Rice
Nagaland,Jan-12,13,Rice
Odisha,Jan-12,19.67,Rice
Punjab,Jan-12,22.71,Rice
Rajasthan,Jan-12,23.09,Rice
Tamil Nadu,Jan-12,21.12,Rice
Telangana,Jan-12,18.1,Rice
Tripura,Jan-12,19,Rice
Uttar Pradesh,Jan-12,15.99,Rice
Uttarakhand,Jan-12,15,Rice
West Bengal,Jan-12,17.97,Rice
Andhra Pradesh,Feb-12,18,Rice
Arunachal pradesh,Feb-12,18,Rice
Assam,Feb-12,18.41,Rice
Bihar,Feb-12,25,Rice
Chandigarh,Feb-12,22,Rice
Chhattisgarh,Feb-12,19,Rice
Delhi,Feb-12,23.9,Rice
Gujarat,Feb-12,18.5,Rice
Haryana,Feb-12,20.5,Rice
Himachal Pradesh,Feb-12,25.32,Rice
Jammu and Kashmir,Feb-12,23.69,Rice
Jharkhand,Feb-12,26,Rice
Karnataka,Feb-12,22.55,Rice
Kerala,Feb-12,24.16,Rice
Madhya Pradesh,Feb-12,20.78,Rice
Maharashtra,Feb-12,22,Rice
Meghalaya,Feb-12,15.94,Rice
Mizoram,Feb-12,26,Rice
Nagaland,Feb-12,14.46,Rice
Odisha,Feb-12,19.52,Rice
Punjab,Feb-12,23.27,Rice
Rajasthan,Feb-12,22.69,Rice
Tamil Nadu,Feb-12,21,Rice
Telangana,Feb-12,19.5,Rice
Tripura,Feb-12,19,Rice
Uttar Pradesh,Feb-12,16.07,Rice
Uttarakhand,Feb-12,15,Rice
West Bengal,Feb-12,18.18,Rice
Andhra Pradesh,Mar-12,19.4,Rice
Arunachal pradesh,Mar-12,18,Rice
Assam,Mar-12,17.43,Rice
Bihar,Mar-12,25,Rice
Chandigarh,Mar-12,22,Rice
Chhattisgarh,Mar-12,19,Rice
Delhi,Mar-12,24,Rice
Gujarat,Mar-12,19.02,Rice
Haryana,Mar-12,20.81,Rice
Himachal Pradesh,Mar-12,25.46,Rice
Jammu and Kashmir,Mar-12,23.44,Rice
Jharkhand,Mar-12,27,Rice
Karnataka,Mar-12,22.71,Rice
Kerala,Mar-12,24.07,Rice
Madhya Pradesh,Mar-12,20.36,Rice
Maharashtra,Mar-12,22,Rice
Meghalaya,Mar-12,16,Rice
Mizoram,Mar-12,26,Rice
Nagaland,Mar-12,15,Rice
Odisha,Mar-12,19,Rice
Punjab,Mar-12,23.12,Rice
Rajasthan,Mar-12,22.65,Rice
Tamil Nadu,Mar-12,21.23,Rice
Telangana,Mar-12,21.95,Rice
Tripura,Mar-12,19,Rice
Uttar Pradesh,Mar-12,16,Rice
Uttarakhand,Mar-12,15.18,Rice
West Bengal,Mar-12,18.09,Rice
Andhra Pradesh,Apr-12,20,Rice
Arunachal pradesh,Apr-12,18.5,Rice
Assam,Apr-12,18,Rice
Bihar,Apr-12,22.74,Rice
Chandigarh,Apr-12,22,Rice
Chhattisgarh,Apr-12,19,Rice
Delhi,Apr-12,24.57,Rice
Gujarat,Apr-12,19,Rice
Haryana,Apr-12,20.97,Rice
Himachal Pradesh,Apr-12,25.4,Rice
Jammu and Kashmir,Apr-12,24.27,Rice
Jharkhand,Apr-12,27,Rice
Karnataka,Apr-12,23.8,Rice
Kerala,Apr-12,25.67,Rice
Madhya Pradesh,Apr-12,20.5,Rice
Maharashtra,Apr-12,22.18,Rice
Meghalaya,Apr-12,16,Rice
Mizoram,Apr-12,26,Rice
Nagaland,Apr-12,15.71,Rice
Odisha,Apr-12,19,Rice
Punjab,Apr-12,22.83,Rice
Rajasthan,Apr-12,22.15,Rice
Tamil Nadu,Apr-12,21.52,Rice
Telangana,Apr-12,22,Rice
Tripura,Apr-12,19,Rice
Uttar Pradesh,Apr-12,16,Rice
Uttarakhand,Apr-12,16,Rice
West Bengal,Apr-12,18.07,Rice
Andhra Pradesh,May-12,20.78,Rice
Arunachal pradesh,May-12,18,Rice
Assam,May-12,17.06,Rice
Bihar,May-12,21.59,Rice
Chandigarh,May-12,22.41,Rice
Chhattisgarh,May-12,19.05,Rice
Delhi,May-12,25.23,Rice
Gujarat,May-12,18.09,Rice
Haryana,May-12,21.22,Rice
Himachal Pradesh,May-12,25.5,Rice
Jammu and Kashmir,May-12,24.41,Rice
Jharkhand,May-12,27.54,Rice
Karnataka,May-12,24,Rice
Kerala,May-12,25.76,Rice
Madhya Pradesh,May-12,20.78,Rice
Maharashtra,May-12,23.91,Rice
Meghalaya,May-12,16.63,Rice
Mizoram,May-12,26,Rice
Nagaland,May-12,15.15,Rice
Odisha,May-12,18.67,Rice
Punjab,May-12,23.67,Rice
Rajasthan,May-12,23.67,Rice
Tamil Nadu,May-12,21.66,Rice
Telangana,May-12,22.7,Rice
Tripura,May-12,19,Rice
Uttar Pradesh,May-12,16.19,Rice
Uttarakhand,May-12,16,Rice
West Bengal,May-12,18.54,Rice
Andaman and Nicobar,Jun-12,40,Rice
Andhra Pradesh,Jun-12,22,Rice
Arunachal pradesh,Jun-12,18,Rice
Assam,Jun-12,16.33,Rice
Bihar,Jun-12,22.68,Rice
Chandigarh,Jun-12,23,Rice
Chhattisgarh,Jun-12,19.75,Rice
Delhi,Jun-12,24.57,Rice
Gujarat,Jun-12,18.5,Rice
Haryana,Jun-12,21.5,Rice
Himachal Pradesh,Jun-12,25.54,Rice
Jammu and Kashmir,Jun-12,23.88,Rice
Jharkhand,Jun-12,27.13,Rice
Karnataka,Jun-12,24.25,Rice
Kerala,Jun-12,26.93,Rice
Madhya Pradesh,Jun-12,21.22,Rice
Maharashtra,Jun-12,24.94,Rice
Meghalaya,Jun-12,17,Rice
Mizoram,Jun-12,26,Rice
Nagaland,Jun-12,15,Rice
Odisha,Jun-12,18.98,Rice
Puducherry,Jun-12,21.71,Rice
Punjab,Jun-12,23.97,Rice
Rajasthan,Jun-12,24.21,Rice
Tamil Nadu,Jun-12,22.76,Rice
Telangana,Jun-12,24.71,Rice
Tripura,Jun-12,19,Rice
Uttar Pradesh,Jun-12,16.56,Rice
Uttarakhand,Jun-12,16,Rice
West Bengal,Jun-12,19.06,Rice
Andaman and Nicobar,Jul-12,40.15,Rice
Andhra Pradesh,Jul-12,22,Rice
Arunachal pradesh,Jul-12,19.43,Rice
Assam,Jul-12,17.5,Rice
Bihar,Jul-12,23.94,Rice
Chandigarh,Jul-12,22.3,Rice
Chhattisgarh,Jul-12,21.21,Rice
Delhi,Jul-12,24.38,Rice
Gujarat,Jul-12,18.8,Rice
Haryana,Jul-12,21.98,Rice
Himachal Pradesh,Jul-12,25.98,Rice
Jammu and Kashmir,Jul-12,23.47,Rice
Jharkhand,Jul-12,28,Rice
Karnataka,Jul-12,25.39,Rice
Kerala,Jul-12,27.43,Rice
Madhya Pradesh,Jul-12,21.38,Rice
Maharashtra,Jul-12,24.72,Rice
Meghalaya,Jul-12,17,Rice
Mizoram,Jul-12,26,Rice
Nagaland,Jul-12,15.7,Rice
Odisha,Jul-12,20.15,Rice
Puducherry,Jul-12,24.73,Rice
Punjab,Jul-12,24.69,Rice
Rajasthan,Jul-12,24.25,Rice
Tamil Nadu,Jul-12,25.91,Rice
Telangana,Jul-12,23.09,Rice
Tripura,Jul-12,18.47,Rice
Uttar Pradesh,Jul-12,16.84,Rice
Uttarakhand,Jul-12,16.68,Rice
West Bengal,Jul-12,19.1,Rice
Andaman and Nicobar,Aug-12,41,Rice
Andhra Pradesh,Aug-12,22,Rice
Arunachal pradesh,Aug-12,20,Rice
Assam,Aug-12,17,Rice
Bihar,Aug-12,24.48,Rice
Chandigarh,Aug-12,22.6,Rice
Chhattisgarh,Aug-12,21,Rice
Delhi,Aug-12,24.84,Rice
Gujarat,Aug-12,19.21,Rice
Haryana,Aug-12,21.95,Rice
Himachal Pradesh,Aug-12,27,Rice
Jammu and Kashmir,Aug-12,23.39,Rice
Jharkhand,Aug-12,28,Rice
Karnataka,Aug-12,25.5,Rice
Kerala,Aug-12,28.68,Rice
Madhya Pradesh,Aug-12,21.31,Rice
Maharashtra,Aug-12,25.88,Rice
Meghalaya,Aug-12,17.69,Rice
Mizoram,Aug-12,30,Rice
Nagaland,Aug-12,16.79,Rice
Odisha,Aug-12,20.34,Rice
Puducherry,Aug-12,26,Rice
Punjab,Aug-12,26.12,Rice
Rajasthan,Aug-12,24.7,Rice
Tamil Nadu,Aug-12,28.05,Rice
Telangana,Aug-12,23,Rice
Tripura,Aug-12,17.89,Rice
Uttar Pradesh,Aug-12,17.43,Rice
Uttarakhand,Aug-12,17,Rice
West Bengal,Aug-12,19.47,Rice
Andaman and Nicobar,Sep-12,41,Rice
Andhra Pradesh,Sep-12,22,Rice
Arunachal pradesh,Sep-12,20,Rice
Assam,Sep-12,17,Rice
Bihar,Sep-12,24.26,Rice
Chandigarh,Sep-12,25,Rice
Chhattisgarh,Sep-12,21,Rice
Delhi,Sep-12,25.89,Rice
Gujarat,Sep-12,19.84,Rice
Haryana,Sep-12,22.26,Rice
Himachal Pradesh,Sep-12,26.8,Rice
Jammu and Kashmir,Sep-12,23.53,Rice
Jharkhand,Sep-12,28,Rice
Karnataka,Sep-12,26.23,Rice
Kerala,Sep-12,28.63,Rice
Madhya Pradesh,Sep-12,21.5,Rice
Maharashtra,Sep-12,25.55,Rice
Meghalaya,Sep-12,18,Rice
Mizoram,Sep-12,30,Rice
Nagaland,Sep-12,17,Rice
Odisha,Sep-12,20.33,Rice
Puducherry,Sep-12,26.42,Rice
Punjab,Sep-12,26.91,Rice
Rajasthan,Sep-12,24.38,Rice
Tamil Nadu,Sep-12,28.65,Rice
Telangana,Sep-12,23,Rice
Tripura,Sep-12,16.56,Rice
Uttar Pradesh,Sep-12,17.5,Rice
Uttarakhand,Sep-12,17,Rice
West Bengal,Sep-12,20.14,Rice
Andaman and Nicobar,Oct-12,43.89,Rice
Andhra Pradesh,Oct-12,22,Rice
Arunachal pradesh,Oct-12,21,Rice
Assam,Oct-12,17,Rice
Bihar,Oct-12,24.48,Rice
Chandigarh,Oct-12,25,Rice
Chhattisgarh,Oct-12,21,Rice
Delhi,Oct-12,26.74,Rice
Gujarat,Oct-12,20.08,Rice
Haryana,Oct-12,21.8,Rice
Himachal Pradesh,Oct-12,26.92,Rice
Jammu and Kashmir,Oct-12,24.41,Rice
Jharkhand,Oct-12,27.4,Rice
Karnataka,Oct-12,26.52,Rice
Kerala,Oct-12,30,Rice
Madhya Pradesh,Oct-12,21.44,Rice
Maharashtra,Oct-12,27,Rice
Meghalaya,Oct-12,18,Rice
Mizoram,Oct-12,30,Rice
Nagaland,Oct-12,17,Rice
Odisha,Oct-12,20.36,Rice
Puducherry,Oct-12,28,Rice
Punjab,Oct-12,26.96,Rice
Rajasthan,Oct-12,26.04,Rice
Tamil Nadu,Oct-12,30.23,Rice
Telangana,Oct-12,23,Rice
Tripura,Oct-12,16.78,Rice
Uttar Pradesh,Oct-12,17.43,Rice
Uttarakhand,Oct-12,17.17,Rice
West Bengal,Oct-12,20.1,Rice
Andaman and Nicobar,Nov-12,46.55,Rice
Andhra Pradesh,Nov-12,22.6,Rice
Arunachal pradesh,Nov-12,20.5,Rice
Assam,Nov-12,17,Rice
Bihar,Nov-12,24.82,Rice
Chandigarh,Nov-12,25,Rice
Chhattisgarh,Nov-12,21,Rice
Delhi,Nov-12,25.68,Rice
Gujarat,Nov-12,20,Rice
Haryana,Nov-12,22.47,Rice
Himachal Pradesh,Nov-12,27.05,Rice
Jammu and Kashmir,Nov-12,25.57,Rice
Jharkhand,Nov-12,26.86,Rice
Karnataka,Nov-12,26.63,Rice
Kerala,Nov-12,31.7,Rice
Madhya Pradesh,Nov-12,22.5,Rice
Maharashtra,Nov-12,27.64,Rice
Meghalaya,Nov-12,18,Rice
Mizoram,Nov-12,30,Rice
Nagaland,Nov-12,17,Rice
Odisha,Nov-12,20.35,Rice
Puducherry,Nov-12,28.9,Rice
Punjab,Nov-12,27.49,Rice
Rajasthan,Nov-12,26.44,Rice
Tamil Nadu,Nov-12,30.7,Rice
Telangana,Nov-12,23.45,Rice
Tripura,Nov-12,17,Rice
Uttar Pradesh,Nov-12,17.21,Rice
Uttarakhand,Nov-12,16.59,Rice
West Bengal,Nov-12,20.45,Rice
Andaman and Nicobar,Dec-12,48,Rice
Andhra Pradesh,Dec-12,24,Rice
Assam,Dec-12,17.3,Rice
Bihar,Dec-12,24.82,Rice
Chandigarh,Dec-12,25,Rice
Chhattisgarh,Dec-12,21,Rice
Delhi,Dec-12,25.75,Rice
Gujarat,Dec-12,19.56,Rice
Haryana,Dec-12,22.58,Rice
Himachal Pradesh,Dec-12,26.69,Rice
Jammu and Kashmir,Dec-12,25.28,Rice
Jharkhand,Dec-12,25.31,Rice
Karnataka,Dec-12,26.03,Rice
Kerala,Dec-12,33.78,Rice
Madhya Pradesh,Dec-12,21.54,Rice
Maharashtra,Dec-12,27.82,Rice
Meghalaya,Dec-12,18,Rice
Mizoram,Dec-12,32.69,Rice
Nagaland,Dec-12,17,Rice
Odisha,Dec-12,20.58,Rice
Puducherry,Dec-12,29,Rice
Punjab,Dec-12,28.09,Rice
Rajasthan,Dec-12,26.86,Rice
Tamil Nadu,Dec-12,31.17,Rice
Telangana,Dec-12,24,Rice
Tripura,Dec-12,17,Rice
Uttar Pradesh,Dec-12,17.07,Rice
Uttarakhand,Dec-12,16.5,Rice
West Bengal,Dec-12,19.97,Rice
Andaman and Nicobar,Jan-13,48,Rice
Andhra Pradesh,Jan-13,24.1,Rice
Arunachal pradesh,Jan-13,20,Rice
Assam,Jan-13,18,Rice
Bihar,Jan-13,24.53,Rice
Chandigarh,Jan-13,25.11,Rice
Chhattisgarh,Jan-13,21,Rice
Delhi,Jan-13,25.86,Rice
Gujarat,Jan-13,20.45,Rice
Haryana,Jan-13,22.19,Rice
Himachal Pradesh,Jan-13,26.65,Rice
Jammu and Kashmir,Jan-13,25.73,Rice
Jharkhand,Jan-13,26.75,Rice
Karnataka,Jan-13,26.94,Rice
Kerala,Jan-13,35.04,Rice
Madhya Pradesh,Jan-13,22.2,Rice
Maharashtra,Jan-13,27.9,Rice
Meghalaya,Jan-13,18,Rice
Mizoram,Jan-13,32,Rice
Nagaland,Jan-13,17,Rice
Odisha,Jan-13,20.74,Rice
Puducherry,Jan-13,29,Rice
Punjab,Jan-13,29.15,Rice
Rajasthan,Jan-13,27.04,Rice
Tamil Nadu,Jan-13,33.12,Rice
Telangana,Jan-13,24.1,Rice
Tripura,Jan-13,17,Rice
Uttar Pradesh,Jan-13,17,Rice
Uttarakhand,Jan-13,16.6,Rice
West Bengal,Jan-13,20.13,Rice
Andaman and Nicobar,Feb-13,48.94,Rice
Andhra Pradesh,Feb-13,25,Rice
Arunachal pradesh,Feb-13,20,Rice
Assam,Feb-13,18,Rice
Bihar,Feb-13,24.21,Rice
Chandigarh,Feb-13,27,Rice
Chhattisgarh,Feb-13,21.35,Rice
Delhi,Feb-13,26.3,Rice
Gujarat,Feb-13,20.5,Rice
Haryana,Feb-13,22.28,Rice
Himachal Pradesh,Feb-13,26.92,Rice
Jammu and Kashmir,Feb-13,30.05,Rice
Jharkhand,Feb-13,27,Rice
Karnataka,Feb-13,29.72,Rice
Kerala,Feb-13,34.57,Rice
Madhya Pradesh,Feb-13,23.6,Rice
Maharashtra,Feb-13,27.95,Rice
Meghalaya,Feb-13,18,Rice
Mizoram,Feb-13,34.72,Rice
Nagaland,Feb-13,17,Rice
Odisha,Feb-13,21.04,Rice
Puducherry,Feb-13,29.45,Rice
Punjab,Feb-13,28.83,Rice
Rajasthan,Feb-13,27.72,Rice
Tamil Nadu,Feb-13,33.59,Rice
Telangana,Feb-13,25,Rice
Tripura,Feb-13,17,Rice
Uttar Pradesh,Feb-13,17.1,Rice
Uttarakhand,Feb-13,16.47,Rice
West Bengal,Feb-13,20.8,Rice
Andaman and Nicobar,Mar-13,49.5,Rice
Andhra Pradesh,Mar-13,25,Rice
Arunachal pradesh,Mar-13,20,Rice
Assam,Mar-13,18,Rice
Bihar,Mar-13,24.37,Rice
Chandigarh,Mar-13,27,Rice
Chhattisgarh,Mar-13,22,Rice
Delhi,Mar-13,27.47,Rice
Gujarat,Mar-13,20.58,Rice
Haryana,Mar-13,22.53,Rice
Himachal Pradesh,Mar-13,27.57,Rice
Jammu and Kashmir,Mar-13,32.29,Rice
Jharkhand,Mar-13,27.23,Rice
Karnataka,Mar-13,29.81,Rice
Kerala,Mar-13,33.83,Rice
Madhya Pradesh,Mar-13,23.47,Rice
Maharashtra,Mar-13,28,Rice
Meghalaya,Mar-13,18,Rice
Mizoram,Mar-13,35,Rice
Nagaland,Mar-13,17,Rice
Odisha,Mar-13,21.03,Rice
Puducherry,Mar-13,30,Rice
Punjab,Mar-13,29.84,Rice
Rajasthan,Mar-13,27.14,Rice
Tamil Nadu,Mar-13,32.97,Rice
Telangana,Mar-13,25,Rice
Tripura,Mar-13,17,Rice
Uttar Pradesh,Mar-13,17.32,Rice
Uttarakhand,Mar-13,17.85,Rice
West Bengal,Mar-13,21.39,Rice
Andaman and Nicobar,Apr-13,50,Rice
Andhra Pradesh,Apr-13,25,Rice
Arunachal pradesh,Apr-13,20,Rice
Assam,Apr-13,18,Rice
Bihar,Apr-13,24.77,Rice
Chandigarh,Apr-13,27,Rice
Chhattisgarh,Apr-13,20.95,Rice
Delhi,Apr-13,28,Rice
Gujarat,Apr-13,20.35,Rice
Haryana,Apr-13,22.38,Rice
Himachal Pradesh,Apr-13,28.44,Rice
Jammu and Kashmir,Apr-13,30.61,Rice
Jharkhand,Apr-13,27.53,Rice
Karnataka,Apr-13,28.81,Rice
Kerala,Apr-13,34,Rice
Madhya Pradesh,Apr-13,23.39,Rice
Maharashtra,Apr-13,28.37,Rice
Meghalaya,Apr-13,18,Rice
Mizoram,Apr-13,35,Rice
Nagaland,Apr-13,16.5,Rice
Odisha,Apr-13,21.03,Rice
Puducherry,Apr-13,30,Rice
Punjab,Apr-13,30.05,Rice
Rajasthan,Apr-13,27.87,Rice
Tamil Nadu,Apr-13,30.92,Rice
Telangana,Apr-13,25,Rice
Tripura,Apr-13,17,Rice
Uttar Pradesh,Apr-13,17.72,Rice
Uttarakhand,Apr-13,18,Rice
West Bengal,Apr-13,21.68,Rice
Andaman and Nicobar,May-13,50,Rice
Andhra Pradesh,May-13,25,Rice
Arunachal pradesh,May-13,20.64,Rice
Assam,May-13,18,Rice
Bihar,May-13,25.61,Rice
Chandigarh,May-13,29.29,Rice
Chhattisgarh,May-13,20,Rice
